% ARFF file produced for W4705 HW2 assignment
% Generated: 2007-10-25 05:12:49.968750

@RELATION       source_type

@ATTRIBUTE      text_length     numeric
@ATTRIBUTE      asciihigh_cnt   numeric
@ATTRIBUTE      caps_cnt        numeric
@ATTRIBUTE      BN1_cnt         numeric
@ATTRIBUTE      NWIRE1_cnt      numeric
@ATTRIBUTE      BN2_cnt         numeric
@ATTRIBUTE      NWIRE2_cnt      numeric
@ATTRIBUTE      BN3_cnt         numeric
@ATTRIBUTE      NWIRE3_cnt      numeric
@ATTRIBUTE      class           {BN, NWIRE}


@DATA
1263, 0, 0, 77, 12, 1, 1, 0, 1, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
1128, 0, 0, 58, 10, 3, 1, 0, 0, BN
840, 0, 0, 51, 18, 1, 0, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
861, 0, 0, 63, 8, 0, 1, 0, 0, BN
692, 0, 0, 57, 4, 1, 0, 0, 3, BN
739, 0, 0, 48, 7, 0, 2, 1, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
1966, 0, 0, 115, 18, 0, 2, 0, 1, BN
1167, 0, 0, 78, 11, 0, 0, 0, 0, BN
422, 0, 0, 23, 3, 0, 0, 0, 0, BN
1672, 0, 0, 121, 9, 1, 1, 0, 0, BN
1208, 0, 0, 84, 20, 0, 1, 0, 0, BN
813, 0, 0, 48, 4, 0, 1, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
1383, 0, 0, 79, 6, 0, 2, 0, 1, BN
640, 0, 0, 43, 4, 0, 0, 0, 0, BN
398, 0, 0, 29, 9, 0, 0, 0, 0, BN
576, 0, 0, 37, 3, 0, 0, 0, 0, BN
588, 0, 0, 37, 10, 1, 2, 0, 0, BN
720, 0, 0, 48, 9, 2, 3, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
494, 0, 0, 27, 6, 0, 0, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
1726, 0, 0, 118, 14, 1, 4, 0, 1, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
1465, 0, 0, 79, 18, 2, 2, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
1881, 0, 0, 117, 24, 3, 3, 0, 1, BN
762, 0, 0, 54, 11, 0, 1, 0, 0, BN
4705, 0, 0, 263, 34, 3, 4, 0, 4, BN
6033, 0, 0, 354, 62, 9, 8, 1, 10, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
2574, 0, 0, 163, 25, 6, 3, 0, 0, BN
6096, 0, 0, 332, 101, 4, 26, 0, 5, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
2758, 0, 0, 186, 27, 1, 5, 0, 0, BN
208, 0, 0, 20, 6, 0, 1, 0, 0, BN
3950, 0, 63, 251, 34, 0, 2, 0, 0, NWIRE
9491, 0, 176, 639, 122, 3, 7, 1, 0, NWIRE
4323, 0, 61, 240, 62, 2, 4, 1, 0, NWIRE
4356, 0, 113, 222, 35, 1, 4, 0, 1, NWIRE
13371, 0, 280, 755, 139, 4, 1, 2, 0, NWIRE
3750, 0, 80, 196, 41, 0, 2, 0, 0, NWIRE
5858, 0, 173, 307, 76, 1, 3, 0, 0, NWIRE
5414, 0, 110, 317, 48, 2, 8, 0, 0, NWIRE
8069, 0, 143, 443, 101, 1, 2, 0, 0, NWIRE
1, 0, 0, 0, 0, 0, 0, 0, 0, NWIRE
2324, 30, 26, 129, 30, 0, 0, 0, 0, NWIRE
1739, 34, 29, 101, 21, 0, 1, 0, 0, NWIRE
1805, 8, 43, 102, 16, 0, 0, 0, 0, NWIRE
1050, 12, 11, 60, 20, 0, 1, 0, 0, NWIRE
1649, 16, 13, 78, 30, 0, 2, 0, 0, NWIRE
1574, 16, 14, 84, 18, 0, 2, 0, 0, NWIRE
1812, 4, 20, 90, 9, 0, 1, 0, 0, NWIRE
1903, 20, 24, 104, 22, 0, 1, 0, 0, NWIRE
1806, 40, 14, 90, 18, 0, 0, 0, 0, NWIRE
1334, 2, 25, 52, 18, 0, 0, 0, 0, NWIRE
1581, 36, 11, 101, 37, 1, 0, 0, 0, NWIRE
1467, 40, 26, 80, 24, 1, 0, 0, 0, NWIRE
1593, 2, 12, 83, 20, 0, 0, 0, 0, NWIRE
1604, 8, 31, 86, 14, 0, 0, 0, 0, NWIRE
1725, 8, 16, 118, 27, 0, 1, 0, 0, NWIRE
854, 4, 4, 51, 18, 1, 2, 0, 0, NWIRE
1657, 50, 28, 75, 15, 0, 0, 0, 0, NWIRE
838, 12, 13, 55, 14, 0, 0, 0, 0, NWIRE
1348, 28, 12, 57, 16, 0, 0, 0, 0, NWIRE
1372, 12, 24, 50, 13, 0, 0, 0, 0, NWIRE
1364, 12, 21, 88, 14, 0, 2, 0, 0, NWIRE
1, 0, 0, 0, 0, 0, 0, 0, 0, NWIRE
4466, 0, 0, 264, 49, 2, 9, 0, 3, NWIRE
2390, 0, 0, 151, 26, 0, 3, 0, 2, NWIRE
851, 0, 0, 49, 11, 0, 0, 0, 2, NWIRE
1487, 0, 0, 85, 12, 0, 0, 0, 0, NWIRE
4638, 0, 0, 259, 54, 6, 1, 0, 3, NWIRE
3341, 0, 0, 205, 43, 1, 5, 0, 2, NWIRE
7191, 0, 0, 468, 80, 3, 10, 5, 3, NWIRE
2501, 0, 0, 180, 22, 2, 2, 0, 0, NWIRE
2927, 0, 0, 181, 29, 2, 0, 0, 3, NWIRE
1486, 0, 0, 86, 12, 0, 1, 0, 2, NWIRE
592, 0, 0, 44, 5, 0, 1, 0, 1, NWIRE
2339, 0, 0, 147, 26, 3, 4, 0, 0, NWIRE
771, 0, 0, 52, 5, 0, 0, 0, 0, NWIRE
502, 0, 0, 31, 5, 0, 0, 0, 0, NWIRE
626, 0, 0, 38, 4, 0, 1, 0, 0, NWIRE
2297, 0, 0, 125, 26, 3, 3, 0, 1, NWIRE
2519, 0, 0, 161, 35, 1, 1, 0, 2, NWIRE
3127, 0, 0, 193, 20, 0, 4, 0, 2, NWIRE
1824, 0, 0, 98, 25, 0, 5, 0, 1, NWIRE
1805, 0, 1, 92, 22, 1, 1, 0, 0, NWIRE
1403, 0, 0, 75, 20, 1, 1, 0, 1, NWIRE
2053, 0, 0, 117, 20, 0, 2, 0, 4, NWIRE
5319, 0, 0, 289, 65, 8, 11, 0, 1, NWIRE
2863, 0, 0, 175, 45, 2, 5, 0, 5, NWIRE
1659, 0, 0, 100, 17, 0, 3, 0, 1, NWIRE
5323, 0, 0, 345, 57, 0, 8, 0, 5, NWIRE
1197, 0, 0, 61, 14, 0, 3, 0, 2, NWIRE
4316, 0, 0, 257, 55, 1, 5, 0, 5, NWIRE
848, 0, 0, 48, 18, 0, 2, 0, 0, NWIRE
3294, 0, 0, 177, 46, 1, 13, 0, 4, NWIRE
2087, 0, 0, 135, 26, 1, 3, 0, 0, NWIRE
1860, 0, 0, 131, 40, 0, 7, 1, 0, NWIRE
3132, 0, 0, 195, 37, 1, 1, 0, 2, NWIRE
4863, 0, 0, 276, 51, 3, 3, 0, 1, NWIRE
2731, 0, 0, 148, 27, 2, 1, 0, 1, NWIRE
2729, 0, 0, 200, 29, 0, 1, 0, 0, NWIRE
1498, 0, 0, 98, 13, 0, 1, 0, 2, NWIRE
1988, 0, 0, 136, 23, 0, 0, 0, 0, NWIRE
2914, 0, 0, 204, 34, 2, 1, 0, 2, NWIRE
1689, 0, 0, 88, 11, 1, 1, 0, 1, NWIRE
1615, 0, 0, 82, 19, 3, 2, 0, 2, NWIRE
2580, 0, 0, 150, 28, 2, 1, 0, 1, NWIRE
3276, 0, 0, 220, 46, 0, 3, 0, 2, NWIRE
2297, 0, 0, 131, 31, 1, 0, 0, 2, NWIRE
1270, 0, 0, 58, 17, 0, 1, 0, 1, NWIRE
4418, 28, 80, 276, 37, 0, 3, 0, 0, NWIRE
2861, 18, 43, 150, 30, 0, 1, 0, 0, NWIRE
5046, 0, 96, 236, 38, 0, 1, 0, 0, NWIRE
4585, 38, 36, 273, 68, 0, 2, 0, 0, NWIRE
5403, 32, 77, 269, 42, 2, 0, 0, 0, NWIRE
4514, 24, 57, 218, 32, 0, 1, 0, 0, NWIRE
9018, 60, 282, 469, 86, 1, 2, 0, 0, NWIRE
7574, 130, 92, 340, 102, 0, 1, 0, 0, NWIRE
12093, 238, 261, 603, 138, 0, 1, 0, 0, NWIRE
4300, 8, 93, 196, 84, 0, 1, 0, 0, NWIRE
3408, 34, 48, 204, 32, 0, 2, 0, 0, NWIRE
387, 0, 6, 21, 10, 0, 0, 0, 0, NWIRE
1122, 8, 13, 60, 25, 0, 0, 0, 0, NWIRE
3103, 22, 25, 161, 27, 0, 0, 0, 0, NWIRE
3010, 34, 37, 164, 30, 1, 0, 0, 0, NWIRE
2839, 52, 52, 125, 32, 0, 0, 0, 0, NWIRE
4225, 34, 85, 211, 55, 0, 0, 0, 0, NWIRE
7812, 24, 78, 362, 50, 0, 1, 0, 0, NWIRE
3577, 46, 38, 165, 31, 0, 1, 0, 0, NWIRE
4585, 38, 36, 273, 68, 0, 2, 0, 0, NWIRE
2764, 36, 90, 107, 27, 0, 1, 0, 0, NWIRE
4164, 32, 43, 158, 47, 0, 0, 0, 0, NWIRE
3611, 82, 56, 162, 50, 0, 2, 0, 0, NWIRE
3408, 56, 57, 170, 33, 0, 1, 0, 0, NWIRE
5125, 58, 75, 248, 60, 0, 2, 0, 0, NWIRE
12093, 238, 261, 603, 138, 0, 1, 0, 0, NWIRE
5902, 24, 91, 294, 44, 2, 1, 0, 1, NWIRE
4225, 34, 85, 211, 55, 0, 0, 0, 0, NWIRE
3421, 194, 43, 155, 32, 0, 0, 0, 0, NWIRE
1903, 12, 35, 76, 9, 0, 3, 0, 0, NWIRE
3352, 50, 65, 130, 36, 0, 0, 0, 0, NWIRE
4514, 24, 57, 218, 32, 0, 1, 0, 0, NWIRE
5554, 136, 92, 258, 108, 1, 7, 0, 0, NWIRE
3838, 116, 58, 219, 37, 0, 3, 0, 0, NWIRE
1392, 52, 26, 77, 20, 0, 3, 0, 0, NWIRE
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
58, 0, 0, 6, 0, 0, 0, 0, 0, BN
1335, 0, 0, 106, 12, 5, 3, 1, 0, BN
1140, 0, 0, 93, 12, 5, 2, 2, 0, BN
381, 0, 0, 22, 2, 1, 0, 0, 0, BN
361, 0, 0, 27, 9, 0, 0, 2, 0, BN
293, 0, 0, 16, 3, 0, 0, 1, 0, BN
878, 0, 0, 63, 11, 3, 0, 1, 0, BN
409, 0, 0, 19, 5, 0, 1, 0, 0, BN
591, 0, 0, 23, 7, 0, 0, 0, 0, BN
582, 0, 0, 34, 3, 0, 0, 0, 0, BN
500, 0, 0, 36, 2, 0, 0, 0, 0, BN
352, 0, 0, 24, 2, 1, 0, 0, 0, BN
410, 0, 0, 32, 6, 0, 0, 0, 0, BN
1458, 0, 0, 96, 15, 1, 2, 0, 0, BN
550, 0, 0, 39, 8, 3, 0, 0, 0, BN
472, 0, 0, 26, 3, 1, 0, 0, 0, BN
466, 0, 0, 25, 6, 0, 0, 0, 0, BN
1175, 0, 0, 56, 20, 0, 1, 0, 0, BN
229, 0, 3, 12, 2, 0, 0, 1, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
448, 0, 0, 32, 4, 2, 0, 0, 0, BN
99, 0, 0, 6, 1, 0, 1, 0, 0, BN
121, 0, 0, 4, 1, 0, 0, 0, 0, BN
133, 0, 0, 6, 4, 0, 0, 0, 0, BN
300, 0, 0, 17, 1, 0, 0, 0, 0, BN
203, 0, 0, 12, 4, 0, 0, 0, 0, BN
209, 0, 0, 19, 1, 1, 0, 0, 0, BN
92, 0, 0, 6, 0, 0, 0, 0, 0, BN
102, 0, 0, 6, 1, 0, 0, 0, 0, BN
131, 0, 0, 6, 1, 0, 0, 0, 0, BN
125, 0, 0, 9, 0, 0, 0, 0, 0, BN
106, 0, 0, 5, 2, 0, 1, 0, 0, BN
95, 0, 0, 3, 1, 0, 0, 0, 0, BN
224, 0, 0, 12, 2, 0, 1, 0, 0, BN
106, 0, 0, 8, 3, 0, 0, 0, 0, BN
184, 0, 0, 6, 3, 0, 0, 0, 0, BN
202, 0, 0, 11, 2, 1, 0, 0, 0, BN
842, 0, 0, 63, 15, 2, 3, 0, 0, BN
594, 0, 0, 35, 11, 0, 1, 0, 0, BN
294, 0, 0, 23, 5, 1, 2, 0, 0, BN
106, 0, 0, 7, 0, 0, 0, 0, 0, BN
218, 0, 0, 12, 3, 0, 0, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
399, 0, 0, 23, 9, 0, 1, 0, 0, BN
2483, 0, 0, 157, 46, 8, 2, 2, 0, BN
1130, 0, 0, 87, 5, 3, 2, 0, 1, BN
1985, 0, 8, 130, 12, 0, 0, 0, 0, NWIRE
1288, 4, 13, 66, 9, 0, 1, 0, 0, NWIRE
2207, 0, 13, 128, 15, 0, 1, 0, 0, NWIRE
1482, 12, 30, 68, 4, 0, 0, 0, 0, NWIRE
4192, 18, 55, 220, 22, 0, 0, 0, 0, NWIRE
2235, 22, 15, 117, 15, 0, 0, 0, 0, NWIRE
933, 0, 12, 44, 12, 0, 0, 0, 0, NWIRE
1461, 0, 39, 57, 11, 0, 0, 0, 0, NWIRE
2259, 0, 17, 107, 22, 0, 0, 0, 0, NWIRE
1801, 18, 73, 110, 7, 0, 0, 0, 0, NWIRE
1278, 14, 22, 39, 9, 0, 0, 0, 0, NWIRE
850, 48, 19, 38, 6, 0, 0, 0, 0, NWIRE
2982, 80, 29, 151, 43, 0, 3, 0, 0, NWIRE
4496, 90, 66, 185, 50, 0, 0, 0, 0, NWIRE
2313, 22, 32, 132, 22, 0, 0, 0, 0, NWIRE
1181, 8, 6, 50, 5, 0, 0, 0, 0, NWIRE
1036, 8, 11, 58, 4, 0, 0, 0, 0, NWIRE
1319, 18, 15, 76, 19, 0, 0, 0, 0, NWIRE
1824, 22, 26, 74, 16, 0, 0, 0, 0, NWIRE
1585, 2, 18, 90, 20, 0, 0, 0, 0, NWIRE
5271, 0, 136, 332, 59, 4, 3, 0, 2, NWIRE
1801, 0, 32, 110, 25, 3, 2, 0, 0, NWIRE
6330, 0, 190, 337, 60, 4, 7, 0, 0, NWIRE
4837, 0, 130, 268, 51, 1, 5, 0, 1, NWIRE
6409, 0, 149, 425, 57, 1, 8, 1, 0, NWIRE
11155, 0, 192, 759, 126, 4, 7, 1, 3, NWIRE
3307, 0, 95, 194, 37, 1, 1, 0, 2, NWIRE
2791, 0, 73, 139, 43, 1, 1, 0, 1, NWIRE
6122, 0, 173, 380, 59, 3, 6, 0, 0, NWIRE
8376, 0, 268, 560, 88, 1, 7, 4, 0, NWIRE
4203, 0, 0, 262, 52, 9, 6, 0, 5, NWIRE
609, 0, 0, 33, 3, 2, 1, 0, 0, NWIRE
447, 0, 0, 26, 4, 0, 1, 0, 0, NWIRE
704, 0, 0, 37, 12, 0, 2, 0, 0, NWIRE
660, 0, 0, 41, 10, 0, 2, 0, 0, NWIRE
4156, 0, 0, 248, 41, 3, 9, 0, 1, NWIRE
1893, 0, 0, 109, 14, 0, 4, 0, 1, NWIRE
1158, 0, 0, 74, 16, 0, 1, 0, 1, NWIRE
2135, 0, 0, 125, 36, 0, 6, 0, 2, NWIRE
1727, 0, 0, 112, 13, 0, 2, 0, 1, NWIRE
1459, 0, 0, 84, 19, 0, 1, 0, 0, NWIRE
5663, 0, 0, 351, 57, 5, 11, 1, 1, NWIRE
620, 0, 0, 31, 8, 1, 2, 0, 0, NWIRE
751, 0, 0, 40, 13, 0, 1, 0, 0, NWIRE
683, 0, 0, 40, 5, 0, 2, 0, 0, NWIRE
1051, 0, 0, 68, 15, 0, 3, 0, 0, NWIRE
748, 0, 0, 40, 7, 0, 1, 0, 0, NWIRE
439, 0, 0, 19, 4, 0, 1, 0, 0, NWIRE
881, 0, 0, 52, 9, 0, 2, 0, 1, NWIRE
4517, 0, 0, 235, 48, 3, 11, 0, 0, NWIRE
1326, 0, 0, 80, 22, 0, 2, 0, 0, NWIRE
936, 0, 0, 55, 9, 1, 2, 0, 0, NWIRE
1133, 0, 0, 82, 16, 0, 1, 0, 0, NWIRE
143, 0, 0, 10, 1, 0, 1, 0, 0, NWIRE
10252, 0, 0, 582, 92, 3, 10, 0, 3, NWIRE
762, 0, 0, 47, 6, 0, 1, 0, 0, NWIRE
3691, 0, 0, 244, 64, 4, 7, 0, 1, NWIRE
405, 0, 0, 26, 9, 0, 1, 0, 0, NWIRE
366, 0, 0, 25, 4, 0, 1, 0, 0, NWIRE
6921, 0, 0, 462, 81, 1, 6, 0, 0, NWIRE
2597, 0, 0, 154, 35, 3, 4, 0, 1, NWIRE
2077, 0, 0, 124, 18, 1, 4, 0, 0, NWIRE
271, 0, 0, 12, 3, 0, 2, 0, 0, NWIRE
656, 0, 0, 35, 8, 0, 1, 0, 1, NWIRE
6019, 142, 0, 249, 64, 0, 2, 0, 0, NWIRE
901, 0, 0, 38, 14, 2, 2, 0, 3, NWIRE
10506, 0, 0, 608, 119, 2, 17, 1, 7, NWIRE
6742, 0, 0, 452, 64, 6, 6, 0, 1, NWIRE
2291, 0, 0, 149, 28, 2, 4, 0, 2, NWIRE
7462, 0, 0, 432, 123, 5, 18, 0, 1, NWIRE
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
357, 0, 7, 21, 1, 0, 0, 0, 0, BN
2018, 14, 21, 105, 21, 2, 0, 2, 0, BN
1374, 16, 20, 80, 15, 0, 0, 0, 0, BN
1055, 6, 9, 65, 8, 0, 0, 0, 0, BN
445, 0, 12, 36, 2, 0, 0, 0, 0, BN
1744, 24, 33, 75, 15, 0, 1, 0, 0, BN
36, 0, 1, 0, 0, 2, 0, 2, 0, BN
1543, 14, 6, 56, 15, 2, 0, 2, 0, BN
1730, 8, 43, 90, 13, 1, 0, 0, 0, BN
2007, 14, 19, 108, 11, 0, 0, 0, 0, BN
98, 0, 1, 5, 2, 0, 0, 0, 0, BN
732, 14, 5, 27, 7, 0, 0, 0, 0, BN
609, 4, 6, 27, 3, 0, 0, 0, 0, BN
1636, 0, 23, 53, 13, 1, 1, 0, 0, BN
1292, 8, 30, 44, 10, 0, 0, 0, 0, BN
378, 0, 12, 18, 3, 0, 0, 0, 0, BN
534, 4, 11, 33, 7, 0, 0, 0, 0, BN
1144, 0, 13, 47, 16, 0, 0, 0, 0, BN
1396, 12, 26, 65, 18, 0, 0, 0, 0, BN
1595, 0, 17, 86, 15, 2, 0, 2, 0, BN
325, 0, 7, 14, 5, 0, 0, 0, 0, BN
313, 0, 5, 22, 4, 0, 0, 0, 0, BN
1464, 42, 22, 73, 16, 0, 1, 0, 0, BN
104, 4, 3, 6, 2, 0, 0, 0, 0, BN
1157, 0, 19, 41, 12, 1, 1, 0, 0, BN
376, 8, 4, 10, 0, 0, 0, 0, 0, BN
2017, 24, 52, 84, 18, 1, 0, 0, 0, BN
339, 0, 10, 12, 7, 0, 0, 0, 0, BN
1104, 8, 19, 48, 11, 1, 0, 0, 0, BN
757, 24, 15, 24, 2, 1, 0, 0, 0, BN
912, 0, 10, 30, 13, 1, 0, 0, 0, BN
405, 8, 12, 16, 6, 0, 0, 0, 0, BN
414, 4, 10, 24, 11, 0, 1, 0, 0, BN
785, 4, 10, 51, 4, 0, 1, 0, 0, BN
354, 28, 4, 13, 4, 0, 0, 0, 0, BN
862, 16, 24, 40, 8, 1, 1, 0, 0, BN
567, 8, 12, 29, 5, 0, 0, 0, 0, BN
863, 0, 24, 47, 6, 0, 1, 0, 1, NWIRE
1660, 0, 44, 86, 12, 0, 0, 0, 0, NWIRE
4978, 0, 161, 317, 39, 5, 1, 1, 0, NWIRE
2041, 0, 58, 117, 23, 1, 0, 0, 0, NWIRE
3390, 0, 165, 209, 48, 2, 0, 1, 0, NWIRE
3244, 0, 122, 169, 37, 0, 0, 0, 0, NWIRE
4084, 0, 117, 227, 40, 2, 3, 4, 2, NWIRE
6668, 0, 245, 381, 66, 2, 7, 0, 0, NWIRE
5479, 0, 143, 290, 70, 0, 1, 2, 0, NWIRE
2349, 0, 84, 135, 29, 3, 2, 0, 0, NWIRE
4986, 0, 243, 306, 53, 1, 6, 1, 0, NWIRE
647, 0, 33, 36, 6, 0, 0, 1, 0, NWIRE
547, 0, 28, 29, 4, 0, 2, 0, 0, NWIRE
4429, 0, 77, 230, 43, 0, 2, 0, 1, NWIRE
4191, 0, 105, 186, 48, 2, 4, 2, 0, NWIRE
3303, 0, 97, 189, 31, 1, 2, 0, 0, NWIRE
4329, 0, 183, 232, 36, 1, 5, 0, 0, NWIRE
1036, 6, 42, 35, 12, 1, 0, 1, 0, BN
9538, 30, 101, 380, 61, 1, 1, 0, 0, BN
1493, 28, 7, 44, 5, 1, 0, 0, 0, BN
130, 0, 1, 2, 3, 0, 0, 0, 0, BN
1294, 8, 33, 57, 7, 6, 1, 1, 0, BN
1082, 12, 37, 72, 13, 2, 0, 1, 0, BN
396, 0, 18, 16, 4, 0, 0, 0, 0, BN
280, 2, 14, 14, 3, 0, 0, 0, 0, BN
1656, 28, 48, 86, 14, 2, 1, 0, 2, BN
1435, 8, 62, 73, 8, 4, 0, 3, 0, BN
2325, 14, 13, 117, 18, 4, 2, 2, 0, BN
1266, 8, 9, 66, 25, 2, 0, 1, 0, BN
2492, 24, 26, 124, 23, 2, 0, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
2199, 6, 22, 115, 21, 0, 1, 0, 0, BN
270, 0, 4, 11, 2, 0, 0, 0, 0, BN
146, 0, 5, 8, 4, 0, 0, 0, 0, BN
330, 0, 6, 16, 2, 0, 0, 0, 0, BN
258, 8, 1, 10, 2, 0, 1, 0, 0, BN
221, 8, 4, 8, 2, 0, 0, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
5100, 0, 108, 299, 55, 0, 7, 1, 1, NWIRE
3702, 0, 117, 222, 34, 1, 4, 0, 1, NWIRE
3826, 0, 82, 222, 29, 0, 4, 1, 0, NWIRE
4256, 0, 124, 273, 43, 3, 1, 0, 0, NWIRE
3918, 0, 144, 206, 42, 3, 0, 0, 4, NWIRE
6686, 0, 199, 402, 69, 0, 3, 1, 0, NWIRE
5295, 0, 135, 319, 33, 1, 4, 0, 0, NWIRE
3585, 0, 145, 195, 27, 0, 0, 0, 0, NWIRE
5268, 0, 98, 270, 57, 1, 1, 0, 1, NWIRE
3868, 0, 150, 254, 41, 0, 6, 0, 3, NWIRE
1815, 0, 52, 122, 23, 0, 0, 1, 0, NWIRE
3337, 0, 63, 178, 55, 0, 1, 2, 0, NWIRE
1262, 0, 33, 82, 9, 0, 0, 0, 0, NWIRE
5736, 0, 238, 438, 61, 0, 2, 1, 1, NWIRE
2327, 0, 0, 112, 40, 2, 3, 0, 1, NWIRE
960, 0, 0, 66, 12, 0, 1, 0, 0, NWIRE
2099, 0, 0, 134, 21, 0, 5, 0, 2, NWIRE
1588, 0, 0, 89, 28, 0, 2, 0, 2, NWIRE
1617, 0, 0, 106, 19, 2, 2, 0, 2, NWIRE
179, 0, 0, 7, 3, 0, 0, 0, 0, NWIRE
2427, 0, 0, 124, 38, 2, 10, 0, 2, NWIRE
1544, 0, 0, 93, 31, 1, 7, 0, 3, NWIRE
755, 0, 0, 49, 10, 1, 1, 0, 0, NWIRE
1432, 0, 0, 60, 15, 0, 2, 0, 0, NWIRE
1296, 0, 0, 84, 18, 0, 1, 0, 0, NWIRE
1259, 0, 0, 83, 34, 0, 7, 0, 6, NWIRE
1117, 0, 0, 55, 9, 0, 1, 0, 1, NWIRE
287, 0, 0, 16, 2, 0, 0, 0, 1, NWIRE
869, 0, 0, 49, 4, 1, 0, 0, 1, NWIRE
252, 0, 0, 15, 3, 0, 0, 0, 1, NWIRE
1386, 0, 0, 77, 16, 0, 2, 0, 1, NWIRE
246, 0, 0, 14, 4, 0, 2, 0, 0, NWIRE
1032, 0, 1, 69, 18, 0, 2, 0, 0, NWIRE
810, 0, 0, 51, 6, 0, 0, 0, 0, NWIRE
968, 0, 2, 70, 15, 0, 3, 0, 1, NWIRE
1275, 0, 0, 80, 17, 0, 3, 0, 2, NWIRE
3517, 0, 2, 216, 44, 1, 7, 0, 3, NWIRE
2436, 0, 1, 123, 39, 0, 3, 0, 1, NWIRE
1083, 0, 0, 66, 16, 0, 1, 0, 0, NWIRE
2025, 0, 1, 105, 31, 0, 4, 0, 0, NWIRE
1302, 0, 0, 76, 19, 1, 2, 0, 0, NWIRE
937, 0, 2, 62, 8, 0, 1, 0, 2, NWIRE
209, 0, 0, 9, 6, 0, 0, 0, 0, NWIRE
580, 0, 0, 30, 8, 1, 2, 0, 1, NWIRE
1201, 0, 2, 54, 13, 0, 1, 0, 0, NWIRE
475, 0, 0, 27, 10, 0, 0, 0, 0, NWIRE
351, 0, 0, 12, 5, 0, 0, 0, 0, NWIRE
68, 0, 9, 5, 0, 1, 1, 1, 0, BN
567, 0, 26, 24, 4, 2, 0, 1, 0, BN
1101, 0, 55, 66, 7, 1, 0, 1, 0, BN
1158, 0, 53, 53, 19, 2, 0, 0, 0, BN
652, 0, 28, 28, 6, 1, 0, 0, 0, BN
585, 0, 18, 28, 4, 0, 0, 0, 0, BN
1026, 0, 41, 62, 5, 3, 1, 0, 0, BN
350, 0, 16, 21, 1, 1, 0, 0, 0, BN
2898, 0, 123, 207, 31, 3, 3, 2, 0, BN
2390, 0, 83, 137, 13, 2, 0, 0, 0, BN
2066, 0, 71, 108, 9, 2, 1, 0, 1, BN
1527, 0, 39, 82, 15, 1, 0, 0, 0, BN
2385, 0, 80, 170, 30, 3, 3, 0, 1, BN
150, 0, 3, 3, 1, 0, 1, 0, 0, BN
262, 0, 13, 19, 0, 1, 0, 1, 0, BN
481, 0, 25, 27, 2, 0, 1, 0, 0, BN
170, 0, 11, 12, 2, 0, 0, 0, 0, BN
298, 0, 12, 16, 3, 0, 0, 0, 2, BN
578, 0, 30, 33, 3, 0, 1, 1, 0, BN
645, 0, 29, 43, 4, 0, 1, 0, 0, BN
280, 0, 16, 18, 5, 0, 1, 0, 0, BN
996, 0, 26, 59, 12, 1, 2, 0, 0, BN
467, 0, 43, 17, 1, 0, 0, 0, 0, BN
4888, 0, 185, 337, 51, 9, 6, 4, 0, BN
303, 0, 18, 27, 0, 2, 1, 1, 0, BN
430, 0, 24, 23, 3, 0, 0, 1, 0, BN
355, 0, 11, 14, 8, 0, 0, 0, 0, BN
424, 0, 19, 15, 4, 0, 0, 0, 1, BN
369, 0, 9, 17, 4, 0, 0, 0, 0, BN
324, 0, 9, 19, 1, 0, 0, 0, 0, BN
621, 0, 17, 37, 2, 1, 0, 0, 0, BN
11527, 0, 370, 822, 143, 11, 11, 13, 0, BN
377, 0, 32, 22, 1, 2, 1, 1, 0, BN
6748, 0, 190, 498, 86, 5, 4, 8, 1, BN
4737, 0, 127, 315, 52, 5, 6, 6, 0, BN
1621, 0, 86, 97, 13, 3, 3, 3, 0, BN
1054, 6, 33, 43, 7, 0, 2, 0, 0, NWIRE
2042, 104, 18, 104, 38, 0, 4, 0, 0, NWIRE
1314, 20, 27, 49, 16, 0, 1, 0, 0, NWIRE
1012, 2, 20, 45, 10, 0, 0, 0, 0, NWIRE
1260, 32, 40, 49, 18, 0, 0, 0, 0, NWIRE
712, 6, 10, 40, 3, 1, 0, 0, 0, NWIRE
1863, 32, 42, 100, 14, 0, 1, 0, 0, NWIRE
3386, 14, 158, 158, 33, 0, 0, 0, 0, NWIRE
1905, 42, 44, 68, 15, 0, 0, 0, 0, NWIRE
